,endtime,starttime,interval,departing_insect,arriving_insect,sheet_title,timestamp_pd,timestamp_pd_rounded,same_species,temp,dwpt,rhum,prcp,wdir,wspd,pres,coco,status
0,0 days 11:41:43,0 days 11:44:13,150.0,Insecta,Insecta,07-28-2022 i10 Zinnia,2022-07-28 11:41:43,2022-07-28 12:00:00,1,23.0,23.0,100.0,0.0,270.0,7.2,1014.0,3.0,1
1,0 days 11:44:43,0 days 12:04:13,1170.0,Insecta,Syrphinae,07-28-2022 i10 Zinnia,2022-07-28 11:44:43,2022-07-28 12:00:00,0,23.0,23.0,100.0,0.0,270.0,7.2,1014.0,3.0,1
2,0 days 13:43:07,0 days 13:54:07,660.0,Halictus ligatus/poeyi,Syrphidae,07-28-2022 i4 Black-eyed Susan,2022-07-28 13:43:07,2022-07-28 14:00:00,0,29.0,25.0,79.0,0.0,271.0,8.3,1013.0,3.0,1
3,0 days 12:57:16,0 days 12:59:20,124.0,Augochlorini,Apis mellifera,08-04-2022 i8 Cup Plant,2022-08-04 12:57:16,2022-08-04 13:00:00,1,28.0,25.0,84.0,0.0,220.0,7.0,1019.0,1.0,1
4,0 days 13:00:22,0 days 13:00:53,31.0,Apis mellifera,Augochlorini,08-04-2022 i8 Cup Plant,2022-08-04 13:00:22,2022-08-04 13:00:00,1,28.0,25.0,84.0,0.0,220.0,7.0,1019.0,1.0,1
5,0 days 13:01:55,0 days 13:03:28,93.0,Augochlorini,Augochlorini,08-04-2022 i8 Cup Plant,2022-08-04 13:01:55,2022-08-04 13:00:00,1,28.0,25.0,84.0,0.0,220.0,7.0,1019.0,1.0,1
6,0 days 11:50:31,0 days 12:25:31,2100.0,Melissodes bimaculatus (F),Melissodes bimaculatus (F),08-16-2022 i8 Cup plant,2022-08-16 11:50:31,2022-08-16 12:00:00,1,21.0,18.9,88.0,0.0,50.0,6.0,1017.0,3.0,1
7,0 days 12:26:01,0 days 12:53:01,1620.0,Melissodes bimaculatus (F),Melissodes bimaculatus (F),08-16-2022 i8 Cup plant,2022-08-16 12:26:01,2022-08-16 12:00:00,1,21.0,18.9,88.0,0.0,50.0,6.0,1017.0,3.0,1
8,0 days 12:54:31,0 days 12:56:01,90.0,Melissodes bimaculatus (F),Melissodes bimaculatus (F),08-16-2022 i8 Cup plant,2022-08-16 12:54:31,2022-08-16 13:00:00,1,23.0,18.1,74.0,0.0,50.0,7.6,1017.0,3.0,1
9,0 days 12:59:01,0 days 13:14:02,901.0,Melissodes bimaculatus (F),Melissodes bimaculatus (F),08-16-2022 i8 Cup plant,2022-08-16 12:59:01,2022-08-16 13:00:00,1,23.0,18.1,74.0,0.0,50.0,7.6,1017.0,3.0,1
10,0 days 13:14:32,0 days 13:15:02,30.0,Melissodes bimaculatus (F),Melissodes bimaculatus (F),08-16-2022 i8 Cup plant,2022-08-16 13:14:32,2022-08-16 13:00:00,1,23.0,18.1,74.0,0.0,50.0,7.6,1017.0,3.0,1
11,0 days 13:19:02,0 days 13:38:02,1140.0,Melissodes bimaculatus (F),Melissodes bimaculatus (F),08-16-2022 i8 Cup plant,2022-08-16 13:19:02,2022-08-16 13:00:00,1,23.0,18.1,74.0,0.0,50.0,7.6,1017.0,3.0,1
12,0 days 13:38:32,0 days 14:04:32,1560.0,Melissodes bimaculatus (F),Svastra obliqua (F),08-16-2022 i8 Cup plant,2022-08-16 13:38:32,2022-08-16 14:00:00,0,24.0,17.0,65.0,0.0,40.0,11.2,1017.0,3.0,1
13,0 days 14:05:02,0 days 14:20:32,930.0,Svastra obliqua (F),Melissodes bimaculatus (F),08-16-2022 i8 Cup plant,2022-08-16 14:05:02,2022-08-16 14:00:00,0,24.0,17.0,65.0,0.0,40.0,11.2,1017.0,3.0,1
14,0 days 12:02:30,0 days 12:17:00,870.0,Melissodes denticulatus,Melissodes denticulatus,08-18-2022 i3 Ironweed,2022-08-18 12:02:30,2022-08-18 12:00:00,1,17.0,17.0,100.0,0.0,299.0,7.2,1017.0,1.0,1
15,0 days 12:17:30,0 days 12:29:00,690.0,Melissodes denticulatus,Melissodes denticulatus,08-18-2022 i3 Ironweed,2022-08-18 12:17:30,2022-08-18 12:00:00,1,17.0,17.0,100.0,0.0,299.0,7.2,1017.0,1.0,1
16,0 days 12:29:30,0 days 12:39:00,570.0,Melissodes denticulatus,Melissodes denticulatus,08-18-2022 i3 Ironweed,2022-08-18 12:29:30,2022-08-18 12:00:00,1,17.0,17.0,100.0,0.0,299.0,7.2,1017.0,1.0,1
17,0 days 12:39:30,0 days 13:24:31,2701.0,Melissodes denticulatus,Melissodes denticulatus,08-18-2022 i3 Ironweed,2022-08-18 12:39:30,2022-08-18 13:00:00,1,21.0,18.0,83.0,0.0,296.0,4.3,1016.0,1.0,1
18,0 days 13:25:01,0 days 13:30:01,300.0,Melissodes denticulatus,Melissodes denticulatus,08-18-2022 i3 Ironweed,2022-08-18 13:25:01,2022-08-18 13:00:00,1,21.0,18.0,83.0,0.0,296.0,4.3,1016.0,1.0,1
19,0 days 13:31:01,0 days 13:55:01,1440.0,Melissodes denticulatus,Melissodes denticulatus,08-18-2022 i3 Ironweed,2022-08-18 13:31:01,2022-08-18 14:00:00,1,23.0,17.0,69.0,0.0,270.0,9.0,1016.0,1.0,1
20,0 days 13:55:31,0 days 14:02:31,420.0,Melissodes denticulatus,Melissodes denticulatus,08-18-2022 i3 Ironweed,2022-08-18 13:55:31,2022-08-18 14:00:00,1,23.0,17.0,69.0,0.0,270.0,9.0,1016.0,1.0,1
21,0 days 13:36:36,0 days 14:11:06,2070.0,Toxomerus,Brachycera,08-25-2022 i10 Mexican Sunflower,2022-08-25 13:36:36,2022-08-25 14:00:00,0,26.0,21.0,74.0,0.0,0.0,0.0,1020.0,1.0,1
22,0 days 14:21:11,0 days 14:50:11,1740.0,Bombus,Bombus,09-28-2022 i9 New England Aster,2022-09-13 14:21:11,2022-09-13 14:00:00,1,22.0,16.1,69.0,0.0,290.0,13.0,1012.0,3.0,1
23,0 days 13:56:01,0 days 13:56:02,1.0,Apis mellifera,Bombus,09-28-2022 i4 New England Aster,2022-09-13 13:56:01,2022-09-13 14:00:00,0,22.0,16.1,69.0,0.0,290.0,13.0,1012.0,3.0,1
24,0 days 13:56:03,0 days 13:56:10,7.0,Bombus,Bombus,09-28-2022 i4 New England Aster,2022-09-13 13:56:03,2022-09-13 14:00:00,1,22.0,16.1,69.0,0.0,290.0,13.0,1012.0,3.0,1
25,0 days 13:56:11,0 days 13:56:25,14.0,Bombus,Hesperiinae,09-28-2022 i4 New England Aster,2022-09-13 13:56:11,2022-09-13 14:00:00,0,22.0,16.1,69.0,0.0,290.0,13.0,1012.0,3.0,1
26,0 days 13:56:27,0 days 13:56:53,26.0,Hesperiinae,Apis mellifera,09-28-2022 i4 New England Aster,2022-09-13 13:56:27,2022-09-13 14:00:00,0,22.0,16.1,69.0,0.0,290.0,13.0,1012.0,3.0,1
27,0 days 13:56:54,0 days 13:56:58,4.0,Apis mellifera,Bombus impatiens,09-28-2022 i4 New England Aster,2022-09-13 13:56:54,2022-09-13 14:00:00,0,22.0,16.1,69.0,0.0,290.0,13.0,1012.0,3.0,1
28,0 days 13:56:59,0 days 13:57:18,19.0,Bombus impatiens,Apis mellifera,09-28-2022 i4 New England Aster,2022-09-13 13:56:59,2022-09-13 14:00:00,0,22.0,16.1,69.0,0.0,290.0,13.0,1012.0,3.0,1
29,0 days 13:57:19,0 days 13:57:40,21.0,Apis mellifera,Apis mellifera,09-28-2022 i4 New England Aster,2022-09-13 13:57:19,2022-09-13 14:00:00,1,22.0,16.1,69.0,0.0,290.0,13.0,1012.0,3.0,1
30,0 days 13:57:41,0 days 13:58:05,24.0,Apis mellifera,Apis mellifera,09-28-2022 i4 New England Aster,2022-09-13 13:57:41,2022-09-13 14:00:00,1,22.0,16.1,69.0,0.0,290.0,13.0,1012.0,3.0,1
31,0 days 13:58:06,0 days 13:58:21,15.0,Apis mellifera,Hesperiinae,09-28-2022 i4 New England Aster,2022-09-13 13:58:06,2022-09-13 14:00:00,0,22.0,16.1,69.0,0.0,290.0,13.0,1012.0,3.0,1
32,0 days 13:58:22,0 days 13:58:35,13.0,Hesperiinae,Apis mellifera,09-28-2022 i4 New England Aster,2022-09-13 13:58:22,2022-09-13 14:00:00,0,22.0,16.1,69.0,0.0,290.0,13.0,1012.0,3.0,1
33,0 days 13:59:11,0 days 14:06:02,411.0,Apis mellifera,Apis mellifera,09-28-2022 i4 New England Aster,2022-09-13 13:59:11,2022-09-13 14:00:00,1,22.0,16.1,69.0,0.0,290.0,13.0,1012.0,3.0,1
34,0 days 14:07:10,0 days 14:07:52,42.0,Apis mellifera,Bombus impatiens,09-28-2022 i4 New England Aster,2022-09-13 14:07:10,2022-09-13 14:00:00,0,22.0,16.1,69.0,0.0,290.0,13.0,1012.0,3.0,1
35,0 days 14:07:57,0 days 14:10:11,134.0,Bombus impatiens,Apis mellifera,09-28-2022 i4 New England Aster,2022-09-13 14:07:57,2022-09-13 14:00:00,0,22.0,16.1,69.0,0.0,290.0,13.0,1012.0,3.0,1
36,0 days 14:10:32,0 days 14:26:18,946.0,Apis mellifera,Hesperiinae,09-28-2022 i4 New England Aster,2022-09-13 14:10:32,2022-09-13 14:00:00,0,22.0,16.1,69.0,0.0,290.0,13.0,1012.0,3.0,1
37,0 days 14:50:41,0 days 15:05:41,900.0,Bombus,Bombus impatiens,09-28-2022 i9 New England Aster,2022-09-13 14:50:41,2022-09-13 15:00:00,1,23.0,16.1,65.0,0.0,310.0,11.2,1012.0,3.0,1
38,0 days 15:06:41,0 days 15:30:12,1411.0,Bombus impatiens,Bombus,09-28-2022 i9 New England Aster,2022-09-13 15:06:41,2022-09-13 15:00:00,1,23.0,16.1,65.0,0.0,310.0,11.2,1012.0,3.0,1
39,0 days 14:46:49,0 days 15:52:49,3960.0,Hesperiinae,Apis mellifera,09-28-2022 i4 New England Aster,2022-09-13 14:46:49,2022-09-13 15:00:00,0,23.0,16.1,65.0,0.0,310.0,11.2,1012.0,3.0,1
40,0 days 00:03:28,0 days 00:04:37,69.0,Xylocopa virginica (F),X. virginica (M),(pol.) +Physostegia virginiana 9.13.22,2022-09-13 14:38:41,2022-09-13 15:00:00,1,23.0,16.1,65.0,0.0,310.0,11.2,1012.0,3.0,1
41,0 days 00:04:42,0 days 00:14:56,614.0,X. virginica (M),X. virginica (F),(pol.) +Physostegia virginiana 9.13.22,2022-09-13 14:40:00,2022-09-13 15:00:00,1,23.0,16.1,65.0,0.0,310.0,11.2,1012.0,3.0,1
42,0 days 00:15:06,0 days 00:15:11,5.0,X. virginica (F),X. virginica (F),(pol.) +Physostegia virginiana 9.13.22,2022-09-13 14:50:19,2022-09-13 15:00:00,1,23.0,16.1,65.0,0.0,310.0,11.2,1012.0,3.0,1
43,0 days 00:16:38,0 days 00:17:03,25.0,Apis mellifera,A. mellifera,(pol.) +Physostegia virginiana 9.13.22,2022-09-13 14:51:55,2022-09-13 15:00:00,1,23.0,16.1,65.0,0.0,310.0,11.2,1012.0,3.0,1
44,0 days 00:17:16,0 days 00:20:27,191.0,A. mellifera,X. virginica (F),(pol.) +Physostegia virginiana 9.13.22,2022-09-13 14:52:26,2022-09-13 15:00:00,0,23.0,16.1,65.0,0.0,310.0,11.2,1012.0,3.0,1
45,0 days 00:20:44,0 days 00:24:58,254.0,X. virginica (F),X. virginica (F),(pol.) +Physostegia virginiana 9.13.22,2022-09-13 14:55:50,2022-09-13 15:00:00,1,23.0,16.1,65.0,0.0,310.0,11.2,1012.0,3.0,1
46,0 days 00:26:10,0 days 00:26:53,43.0,X. virginica (F),A. mellifera,(pol.) +Physostegia virginiana 9.13.22,2022-09-13 15:00:21,2022-09-13 15:00:00,0,23.0,16.1,65.0,0.0,310.0,11.2,1012.0,3.0,1
47,0 days 00:26:54,0 days 00:27:46,52.0,A. mellifera,X. virginica (M),(pol.) +Physostegia virginiana 9.13.22,2022-09-13 15:02:16,2022-09-13 15:00:00,0,23.0,16.1,65.0,0.0,310.0,11.2,1012.0,3.0,1
48,0 days 00:28:05,0 days 00:28:41,36.0,X. virginica (M),A. mellifera,(pol.) +Physostegia virginiana 9.13.22,2022-09-13 15:03:09,2022-09-13 15:00:00,0,23.0,16.1,65.0,0.0,310.0,11.2,1012.0,3.0,1
49,0 days 00:28:54,0 days 00:29:02,8.0,A. mellifera,A. mellifera,(pol.) +Physostegia virginiana 9.13.22,2022-09-13 15:04:04,2022-09-13 15:00:00,1,23.0,16.1,65.0,0.0,310.0,11.2,1012.0,3.0,1
50,0 days 00:29:28,0 days 00:30:54,86.0,A. mellifera,A. mellifera,(pol.) +Physostegia virginiana 9.13.22,2022-09-13 15:04:25,2022-09-13 15:00:00,1,23.0,16.1,65.0,0.0,310.0,11.2,1012.0,3.0,1
51,0 days 00:31:02,0 days 00:33:36,154.0,A. mellifera,A. mellifera,(pol.) +Physostegia virginiana 9.13.22,2022-09-13 15:06:17,2022-09-13 15:00:00,1,23.0,16.1,65.0,0.0,310.0,11.2,1012.0,3.0,1
52,0 days 00:34:01,0 days 00:34:15,14.0,Insecta,Syrphinae,(pol.) +Physostegia virginiana 9.13.22,2022-09-13 15:09:11,2022-09-13 15:00:00,0,23.0,16.1,65.0,0.0,310.0,11.2,1012.0,3.0,1
53,0 days 00:34:28,0 days 00:35:03,35.0,Syrphinae,X. virginica (F),(pol.) +Physostegia virginiana 9.13.22,2022-09-13 15:09:38,2022-09-13 15:00:00,0,23.0,16.1,65.0,0.0,310.0,11.2,1012.0,3.0,1
54,0 days 00:35:47,0 days 00:39:25,218.0,X. virginica (F),X. virginica (F),(pol.) +Physostegia virginiana 9.13.22,2022-09-13 15:10:26,2022-09-13 15:00:00,1,23.0,16.1,65.0,0.0,310.0,11.2,1012.0,3.0,1
55,0 days 00:39:58,0 days 00:49:02,544.0,X. virginica (F),X. virginica (F),(pol.) +Physostegia virginiana 9.13.22,2022-09-13 15:14:48,2022-09-13 15:00:00,1,23.0,16.1,65.0,0.0,310.0,11.2,1012.0,3.0,1
56,0 days 00:50:16,0 days 00:51:07,51.0,X. virginica (F),A. mellifera,(pol.) +Physostegia virginiana 9.13.22,2022-09-13 15:24:25,2022-09-13 15:00:00,0,23.0,16.1,65.0,0.0,310.0,11.2,1012.0,3.0,1
57,0 days 00:51:49,0 days 00:52:06,17.0,A. mellifera,A. mellifera,(pol.) +Physostegia virginiana 9.13.22,2022-09-13 15:26:30,2022-09-13 15:00:00,1,23.0,16.1,65.0,0.0,310.0,11.2,1012.0,3.0,1
58,0 days 00:52:34,0 days 00:57:12,278.0,A. mellifera,Hemaris diffinis,(pol.) +Physostegia virginiana 9.13.22,2022-09-13 15:27:29,2022-09-13 15:00:00,0,23.0,16.1,65.0,0.0,310.0,11.2,1012.0,3.0,1
59,0 days 15:30:42,0 days 15:33:42,180.0,Bombus,Bombus,09-28-2022 i9 New England Aster,2022-09-13 15:30:42,2022-09-13 16:00:00,1,25.0,17.0,61.0,0.0,280.0,13.0,1011.0,3.0,1
60,0 days 15:34:12,0 days 15:35:42,90.0,Bombus,Apis mellifera,09-28-2022 i9 New England Aster,2022-09-13 15:34:12,2022-09-13 16:00:00,0,25.0,17.0,61.0,0.0,280.0,13.0,1011.0,3.0,1
61,0 days 15:36:12,0 days 15:49:12,780.0,Apis mellifera,Bombus,09-28-2022 i9 New England Aster,2022-09-13 15:36:12,2022-09-13 16:00:00,0,25.0,17.0,61.0,0.0,280.0,13.0,1011.0,3.0,1
62,0 days 15:49:42,0 days 15:55:42,360.0,Bombus,Apidae,09-28-2022 i9 New England Aster,2022-09-13 15:49:42,2022-09-13 16:00:00,0,25.0,17.0,61.0,0.0,280.0,13.0,1011.0,3.0,1
63,0 days 15:56:12,0 days 15:57:42,90.0,Apidae,Apidae,09-28-2022 i9 New England Aster,2022-09-13 15:56:12,2022-09-13 16:00:00,1,25.0,17.0,61.0,0.0,280.0,13.0,1011.0,3.0,1
64,0 days 15:58:12,0 days 16:06:12,480.0,Apidae,Apis mellifera,09-28-2022 i9 New England Aster,2022-09-13 15:58:12,2022-09-13 16:00:00,1,25.0,17.0,61.0,0.0,280.0,13.0,1011.0,3.0,1
65,0 days 16:06:42,0 days 16:15:12,510.0,Apis mellifera,Apis mellifera,09-28-2022 i9 New England Aster,2022-09-13 16:06:42,2022-09-13 16:00:00,1,25.0,17.0,61.0,0.0,280.0,13.0,1011.0,3.0,1
66,0 days 16:15:42,0 days 16:28:42,780.0,Apis mellifera,Apidae,09-28-2022 i9 New England Aster,2022-09-13 16:15:42,2022-09-13 16:00:00,1,25.0,17.0,61.0,0.0,280.0,13.0,1011.0,3.0,1
67,0 days 16:29:12,0 days 16:34:42,330.0,Apidae,Apidae,09-28-2022 i9 New England Aster,2022-09-13 16:29:12,2022-09-13 16:00:00,1,25.0,17.0,61.0,0.0,280.0,13.0,1011.0,3.0,1
68,0 days 00:57:32,0 days 00:58:02,30.0,Hemaris diffinis,Augochlorini,(pol.) +Physostegia virginiana 9.13.22,2022-09-13 15:32:35,2022-09-13 16:00:00,0,25.0,17.0,61.0,0.0,280.0,13.0,1011.0,3.0,1
69,0 days 00:58:57,0 days 00:59:02,5.0,X. virginica (F),Hemaris diffinis,(pol.) +Physostegia virginiana 9.13.22,2022-09-13 15:34:03,2022-09-13 16:00:00,0,25.0,17.0,61.0,0.0,280.0,13.0,1011.0,3.0,1
70,0 days 00:59:04,0 days 00:59:09,5.0,Hemaris diffinis,Augochlorini,(pol.) +Physostegia virginiana 9.13.22,2022-09-13 15:34:25,2022-09-13 16:00:00,0,25.0,17.0,61.0,0.0,280.0,13.0,1011.0,3.0,1
71,0 days 00:59:29,0 days 01:01:10,101.0,Augochlorini,A. mellifera,(pol.) +Physostegia virginiana 9.13.22,2022-09-13 15:34:32,2022-09-13 16:00:00,1,25.0,17.0,61.0,0.0,280.0,13.0,1011.0,3.0,1
72,0 days 01:01:26,0 days 01:13:33,727.0,A. mellifera,X. virginica (F),(pol.) +Physostegia virginiana 9.13.22,2022-09-13 15:36:33,2022-09-13 16:00:00,0,25.0,17.0,61.0,0.0,280.0,13.0,1011.0,3.0,1
73,0 days 01:14:03,0 days 01:15:19,76.0,X. virginica (F),X. virginica (F),(pol.) +Physostegia virginiana 9.13.22,2022-09-13 15:48:56,2022-09-13 16:00:00,1,25.0,17.0,61.0,0.0,280.0,13.0,1011.0,3.0,1
74,0 days 01:15:30,0 days 01:22:50,440.0,X. virginica (F),X. virginica (F),(pol.) +Physostegia virginiana 9.13.22,2022-09-13 15:50:42,2022-09-13 16:00:00,1,25.0,17.0,61.0,0.0,280.0,13.0,1011.0,3.0,1
75,0 days 01:23:00,0 days 01:24:07,67.0,X. virginica (F),A. mellifera,(pol.) +Physostegia virginiana 9.13.22,2022-09-13 15:58:13,2022-09-13 16:00:00,0,25.0,17.0,61.0,0.0,280.0,13.0,1011.0,3.0,1
76,0 days 01:24:28,0 days 01:28:16,228.0,A. mellifera,X. virginica (F),(pol.) +Physostegia virginiana 9.13.22,2022-09-13 15:59:30,2022-09-13 16:00:00,0,25.0,17.0,61.0,0.0,280.0,13.0,1011.0,3.0,1
77,0 days 01:28:47,0 days 01:30:39,112.0,X. virginica (F),A. mellifera,(pol.) +Physostegia virginiana 9.13.22,2022-09-13 16:03:39,2022-09-13 16:00:00,0,25.0,17.0,61.0,0.0,280.0,13.0,1011.0,3.0,1
78,0 days 01:31:55,0 days 01:33:49,114.0,A. mellifera,A. mellifera,(pol.) +Physostegia virginiana 9.13.22,2022-09-13 16:06:02,2022-09-13 16:00:00,1,25.0,17.0,61.0,0.0,280.0,13.0,1011.0,3.0,1
79,0 days 01:33:57,0 days 01:35:09,72.0,A. mellifera,A. mellifera,(pol.) +Physostegia virginiana 9.13.22,2022-09-13 16:09:12,2022-09-13 16:00:00,1,25.0,17.0,61.0,0.0,280.0,13.0,1011.0,3.0,1
80,0 days 01:35:41,0 days 01:37:46,125.0,A. mellifera,X. virginica (F),(pol.) +Physostegia virginiana 9.13.22,2022-09-13 16:10:32,2022-09-13 16:00:00,0,25.0,17.0,61.0,0.0,280.0,13.0,1011.0,3.0,1
81,0 days 01:38:02,0 days 01:43:56,354.0,X. virginica (F),X. virginica (M),(pol.) +Physostegia virginiana 9.13.22,2022-09-13 16:13:09,2022-09-13 16:00:00,1,25.0,17.0,61.0,0.0,280.0,13.0,1011.0,3.0,1
82,0 days 01:44:28,0 days 01:46:17,109.0,X. virginica (M),A. mellifera,(pol.) +Physostegia virginiana 9.13.22,2022-09-13 16:19:19,2022-09-13 16:00:00,0,25.0,17.0,61.0,0.0,280.0,13.0,1011.0,3.0,1
83,0 days 01:46:30,0 days 01:48:48,138.0,A. mellifera,A. mellifera,(pol.) +Physostegia virginiana 9.13.22,2022-09-13 16:21:40,2022-09-13 16:00:00,1,25.0,17.0,61.0,0.0,280.0,13.0,1011.0,3.0,1
84,0 days 01:49:26,0 days 01:50:44,78.0,A. mellifera,A. mellifera,(pol.) +Physostegia virginiana 9.13.22,2022-09-13 16:24:11,2022-09-13 16:00:00,1,25.0,17.0,61.0,0.0,280.0,13.0,1011.0,3.0,1
85,0 days 16:35:12,0 days 16:46:12,660.0,Apidae,Bombus impatiens,09-28-2022 i9 New England Aster,2022-09-13 16:35:12,2022-09-13 17:00:00,0,25.0,17.0,61.0,0.0,310.0,13.0,1011.0,2.0,1
86,0 days 16:46:42,0 days 16:52:42,360.0,Bombus impatiens,Apidae,09-28-2022 i9 New England Aster,2022-09-13 16:46:42,2022-09-13 17:00:00,0,25.0,17.0,61.0,0.0,310.0,13.0,1011.0,2.0,1
126,0 days 00:09:54,0 days 00:10:26,32.0,Anthocoridae,Anthocoridae,(pol.)+Boltonia asteroides 10.14.22,2022-10-14 14:23:57,2022-10-14 14:00:00,1,14.0,10.0,77.0,0.0,7.0,0.7,1016.0,3.0,1
127,0 days 00:12:39,0 days 00:13:18,39.0,Anthocoridae,Anthocoridae,(pol.)+Boltonia asteroides 10.14.22,2022-10-14 14:25:37,2022-10-14 14:00:00,1,14.0,10.0,77.0,0.0,7.0,0.7,1016.0,3.0,1
128,0 days 00:13:51,0 days 00:14:20,29.0,Anthocoridae,Anthocoridae,(pol.)+Boltonia asteroides 10.14.22,2022-10-14 14:28:29,2022-10-14 14:00:00,1,14.0,10.0,77.0,0.0,7.0,0.7,1016.0,3.0,1
129,0 days 00:15:26,0 days 01:01:44,2778.0,Anthocoridae,Anthocoridae,(pol.)+Boltonia asteroides 10.14.22,2022-10-14 14:29:31,2022-10-14 14:00:00,1,14.0,10.0,77.0,0.0,7.0,0.7,1016.0,3.0,1
130,0 days 00:11:26,0 days 00:13:01,95.0,B. impatiens (F),B. impatiens (F),(pol.) +Tithonia rotundifolia 10.14.22,2022-10-14 13:30:05,2022-10-14 14:00:00,1,14.0,10.0,77.0,0.0,7.0,0.7,1016.0,3.0,1
131,0 days 00:13:22,0 days 00:13:38,16.0,B. impatiens (F),B. impatiens (F),(pol.) +Tithonia rotundifolia 10.14.22,2022-10-14 13:31:53,2022-10-14 14:00:00,1,14.0,10.0,77.0,0.0,7.0,0.7,1016.0,3.0,1
132,0 days 00:13:41,0 days 00:16:17,156.0,B. impatiens (F),Phyciodes sp.,(pol.) +Tithonia rotundifolia 10.14.22,2022-10-14 13:32:30,2022-10-14 14:00:00,0,14.0,10.0,77.0,0.0,7.0,0.7,1016.0,3.0,1
133,0 days 00:16:43,0 days 00:17:42,59.0,B. impatiens (F),B. impatiens (F),(pol.) +Tithonia rotundifolia 10.14.22,2022-10-14 13:35:17,2022-10-14 14:00:00,1,14.0,10.0,77.0,0.0,7.0,0.7,1016.0,3.0,1
134,0 days 00:17:54,0 days 00:19:44,110.0,B. impatiens (F),B. impatiens (F),(pol.) +Tithonia rotundifolia 10.14.22,2022-10-14 13:36:34,2022-10-14 14:00:00,1,14.0,10.0,77.0,0.0,7.0,0.7,1016.0,3.0,1
135,0 days 00:19:58,0 days 00:21:36,98.0,B. impatiens (F),B. impatiens (F),(pol.) +Tithonia rotundifolia 10.14.22,2022-10-14 13:38:36,2022-10-14 14:00:00,1,14.0,10.0,77.0,0.0,7.0,0.7,1016.0,3.0,1
136,0 days 00:21:47,0 days 00:24:03,136.0,B. impatiens (F),B. impatiens (F),(pol.) +Tithonia rotundifolia 10.14.22,2022-10-14 13:40:28,2022-10-14 14:00:00,1,14.0,10.0,77.0,0.0,7.0,0.7,1016.0,3.0,1
137,0 days 00:24:15,0 days 00:26:50,155.0,B. impatiens (F),B. impatiens (F),(pol.) +Tithonia rotundifolia 10.14.22,2022-10-14 13:42:55,2022-10-14 14:00:00,1,14.0,10.0,77.0,0.0,7.0,0.7,1016.0,3.0,1
