,endtime,starttime,interval,departing_insect,arriving_insect,sheet_title,timestamp_pd,timestamp_pd_rounded,same_insect,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco
206,0 days 01:14:04,0 days 01:15:12,68000000000,Brachycera,A. mellifera,(pol.) +Symphyotrichum pilosum 9.28.22,2022-09-28 15:52:36,2022-09-28 16:00:00,0,18.0,10.1,60.0,0.0,,320.0,11.0,,1023.0,,1.0
207,0 days 01:15:28,0 days 02:06:22,3054000000000,A. mellifera,A. mellifera,(pol.) +Symphyotrichum pilosum 9.28.22,2022-09-28 15:53:54,2022-09-28 16:00:00,1,18.0,10.1,60.0,0.0,,320.0,11.0,,1023.0,,1.0
208,0 days 02:06:35,0 days 02:29:36,1381000000000,A. mellifera,A. mellifera,(pol.) +Symphyotrichum pilosum 9.28.22,2022-09-28 16:45:04,2022-09-28 17:00:00,1,20.0,10.1,53.0,0.0,,310.0,11.2,,1023.0,,1.0
216,0 days 00:53:25,0 days 00:56:50,205000000000,Bombus impatiens (F),A. mellifera,(pol.) +Symphyotrichum laeve 9.28.22,2022-09-27 15:30:43,2022-09-27 16:00:00,0,21.0,6.9,40.0,0.0,,280.0,20.5,,1014.0,,1.0
217,0 days 00:17:18,0 days 00:32:12,894000000000,Bombus impatiens (F),Bombus impatiens (F),(pol.) +Monarda punctata 9.28.22,2022-09-28 13:40:18,2022-09-28 14:00:00,1,15.0,10.0,72.0,0.0,,320.0,13.0,,1023.0,,1.0
218,0 days 00:32:16,0 days 01:15:09,2573000000000,Bombus impatiens (F),Bombus impatiens (F),(pol.) +Monarda punctata 9.28.22,2022-09-28 13:55:22,2022-09-28 14:00:00,1,15.0,10.0,72.0,0.0,,320.0,13.0,,1023.0,,1.0
219,0 days 00:00:56,0 days 00:02:53,117000000000,Apis mellifera,A. mellifera,(pol.)+Helianthus tuberosus 9.29.22,2022-09-29 13:09:06,2022-09-29 13:00:00,1,15.0,8.9,67.0,0.0,,20.0,17.0,,1030.0,,1.0
220,0 days 00:02:55,0 days 00:12:00,545000000000,A. mellifera,A. mellifera,(pol.)+Helianthus tuberosus 9.29.22,2022-09-29 13:11:14,2022-09-29 13:00:00,1,15.0,8.9,67.0,0.0,,20.0,17.0,,1030.0,,1.0
221,0 days 00:12:05,0 days 00:13:05,60000000000,A. mellifera,A. mellifera,(pol.)+Helianthus tuberosus 9.29.22,2022-09-29 13:20:21,2022-09-29 13:00:00,1,15.0,8.9,67.0,0.0,,20.0,17.0,,1030.0,,1.0
222,0 days 00:13:07,0 days 00:15:29,142000000000,A. mellifera,A. mellifera,(pol.)+Helianthus tuberosus 9.29.22,2022-09-29 13:21:26,2022-09-29 13:00:00,1,15.0,8.9,67.0,0.0,,20.0,17.0,,1030.0,,1.0
223,0 days 00:15:32,0 days 00:18:40,188000000000,A. mellifera,A. mellifera,(pol.)+Helianthus tuberosus 9.29.22,2022-09-29 13:23:50,2022-09-29 13:00:00,1,15.0,8.9,67.0,0.0,,20.0,17.0,,1030.0,,1.0
224,0 days 00:18:41,0 days 00:24:30,349000000000,A. mellifera,A. mellifera,(pol.)+Helianthus tuberosus 9.29.22,2022-09-29 13:27:01,2022-09-29 13:00:00,1,15.0,8.9,67.0,0.0,,20.0,17.0,,1030.0,,1.0
225,0 days 00:24:38,0 days 00:30:17,339000000000,A. mellifera,A. mellifera,(pol.)+Helianthus tuberosus 9.29.22,2022-09-29 13:32:51,2022-09-29 14:00:00,1,16.0,9.0,63.0,0.0,,20.0,14.8,,1029.0,,1.0
226,0 days 00:30:23,0 days 00:34:25,242000000000,A. mellifera,A. mellifera,(pol.)+Helianthus tuberosus 9.29.22,2022-09-29 13:38:38,2022-09-29 14:00:00,1,16.0,9.0,63.0,0.0,,20.0,14.8,,1029.0,,1.0
227,0 days 00:34:29,0 days 00:47:10,761000000000,A. mellifera,A. mellifera,(pol.)+Helianthus tuberosus 9.29.22,2022-09-29 13:42:46,2022-09-29 14:00:00,1,16.0,9.0,63.0,0.0,,20.0,14.8,,1029.0,,1.0
228,0 days 00:47:13,0 days 00:56:09,536000000000,A. mellifera,A. mellifera,(pol.)+Helianthus tuberosus 9.29.22,2022-09-29 13:55:31,2022-09-29 14:00:00,1,16.0,9.0,63.0,0.0,,20.0,14.8,,1029.0,,1.0
229,0 days 00:56:13,0 days 00:56:47,34000000000,A. mellifera,A. mellifera,(pol.)+Helianthus tuberosus 9.29.22,2022-09-29 14:04:30,2022-09-29 14:00:00,1,16.0,9.0,63.0,0.0,,20.0,14.8,,1029.0,,1.0
230,0 days 00:56:49,0 days 00:57:56,67000000000,A. mellifera,A. mellifera,(pol.)+Helianthus tuberosus 9.29.22,2022-09-29 14:05:08,2022-09-29 14:00:00,1,16.0,9.0,63.0,0.0,,20.0,14.8,,1029.0,,1.0
231,0 days 00:57:58,0 days 01:01:48,230000000000,A. mellifera,A. mellifera,(pol.)+Helianthus tuberosus 9.29.22,2022-09-29 14:06:17,2022-09-29 14:00:00,1,16.0,9.0,63.0,0.0,,20.0,14.8,,1029.0,,1.0
232,0 days 00:01:41,0 days 00:36:03,2062000000000,Brachycera,Eristalinae,(pol.) +P1 Echinacea purpurea 10.6.22,2022-10-06 14:46:39,2022-10-06 15:00:00,0,20.0,10.1,53.0,0.0,,306.0,4.3,,1018.0,,3.0
233,0 days 00:36:05,0 days 00:37:08,63000000000,Eristalinae,Eristalinae,(pol.) +P1 Echinacea purpurea 10.6.22,2022-10-06 15:21:03,2022-10-06 15:00:00,1,20.0,10.1,53.0,0.0,,306.0,4.3,,1018.0,,3.0
234,0 days 00:37:20,0 days 00:39:38,138000000000,Eristalinae,Bombus impatiens (F),(pol.) +P1 Echinacea purpurea 10.6.22,2022-10-06 15:22:08,2022-10-06 15:00:00,0,20.0,10.1,53.0,0.0,,306.0,4.3,,1018.0,,3.0
235,0 days 00:46:14,0 days 00:46:31,17000000000,Bombus impatiens (F),B. impatiens (F),(pol.) +P1 Echinacea purpurea 10.6.22,2022-10-06 15:24:38,2022-10-06 15:00:00,1,20.0,10.1,53.0,0.0,,306.0,4.3,,1018.0,,3.0
236,0 days 00:47:04,0 days 00:47:21,17000000000,B. impatiens (F),B. impatiens (F),(pol.) +P1 Echinacea purpurea 10.6.22,2022-10-06 15:31:31,2022-10-06 16:00:00,1,22.0,8.1,41.0,0.0,,260.0,7.0,,1017.0,,3.0
237,0 days 00:47:41,0 days 00:47:57,16000000000,B. impatiens (F),B. impatiens (F),(pol.) +P1 Echinacea purpurea 10.6.22,2022-10-06 15:32:21,2022-10-06 16:00:00,1,22.0,8.1,41.0,0.0,,260.0,7.0,,1017.0,,3.0
238,0 days 00:48:05,0 days 00:49:12,67000000000,B. impatiens (F),B. impatiens (F),(pol.) +P1 Echinacea purpurea 10.6.22,2022-10-06 15:32:57,2022-10-06 16:00:00,1,22.0,8.1,41.0,0.0,,260.0,7.0,,1017.0,,3.0
239,0 days 00:49:46,0 days 00:52:42,176000000000,B. impatiens (F),B. impatiens (F),(pol.) +P1 Echinacea purpurea 10.6.22,2022-10-06 15:34:12,2022-10-06 16:00:00,1,22.0,8.1,41.0,0.0,,260.0,7.0,,1017.0,,3.0
240,0 days 00:53:07,0 days 00:55:48,161000000000,B. impatiens (F),B. impatiens (M),(pol.) +P1 Echinacea purpurea 10.6.22,2022-10-06 15:37:42,2022-10-06 16:00:00,1,22.0,8.1,41.0,0.0,,260.0,7.0,,1017.0,,3.0
241,0 days 00:55:50,0 days 01:01:04,314000000000,B. impatiens (M),Apis mellifera,(pol.) +P1 Echinacea purpurea 10.6.22,2022-10-06 15:40:48,2022-10-06 16:00:00,0,22.0,8.1,41.0,0.0,,260.0,7.0,,1017.0,,3.0
242,0 days 00:03:20,0 days 00:04:53,93000000000,Bombus impatiens (F),Diptera,(pol.) +P2 Echinacea purpurea 10.6.22,2022-10-06 16:00:37,2022-10-06 16:00:00,0,22.0,8.1,41.0,0.0,,260.0,7.0,,1017.0,,3.0
243,0 days 00:06:59,0 days 00:25:27,1108000000000,Diptera,Brachycera,(pol.) +P2 Echinacea purpurea 10.6.22,2022-10-06 16:05:00,2022-10-06 16:00:00,0,22.0,8.1,41.0,0.0,,260.0,7.0,,1017.0,,3.0
244,0 days 00:25:42,0 days 00:28:24,162000000000,Brachycera,B. impatiens (F),(pol.) +P2 Echinacea purpurea 10.6.22,2022-10-06 16:25:34,2022-10-06 16:00:00,1,22.0,8.1,41.0,0.0,,260.0,7.0,,1017.0,,3.0
245,0 days 00:30:40,0 days 00:30:45,5000000000,B. impatiens (F),B. impatiens (F),(pol.) +P2 Echinacea purpurea 10.6.22,2022-10-06 16:28:31,2022-10-06 16:00:00,1,22.0,8.1,41.0,0.0,,260.0,7.0,,1017.0,,3.0
246,0 days 00:30:50,0 days 00:39:40,530000000000,B. impatiens (F),Diptera,(pol.) +P2 Echinacea purpurea 10.6.22,2022-10-06 16:30:52,2022-10-06 17:00:00,0,22.0,12.0,53.0,0.0,,240.0,9.0,,1017.0,,3.0
247,0 days 00:39:51,0 days 00:40:02,11000000000,Diptera,B. impatiens (F),(pol.) +P2 Echinacea purpurea 10.6.22,2022-10-06 16:39:47,2022-10-06 17:00:00,0,22.0,12.0,53.0,0.0,,240.0,9.0,,1017.0,,3.0
248,0 days 00:40:15,0 days 00:47:21,426000000000,B. impatiens (F),Diptera,(pol.) +P2 Echinacea purpurea 10.6.22,2022-10-06 16:40:09,2022-10-06 17:00:00,0,22.0,12.0,53.0,0.0,,240.0,9.0,,1017.0,,3.0
249,0 days 00:47:52,0 days 00:50:59,187000000000,Diptera,B. impatiens (F),(pol.) +P2 Echinacea purpurea 10.6.22,2022-10-06 16:47:28,2022-10-06 17:00:00,0,22.0,12.0,53.0,0.0,,240.0,9.0,,1017.0,,3.0
250,0 days 00:51:22,0 days 01:07:41,979000000000,B. impatiens (F),Insecta,(pol.) +P2 Echinacea purpurea 10.6.22,2022-10-06 16:51:06,2022-10-06 17:00:00,0,22.0,12.0,53.0,0.0,,240.0,9.0,,1017.0,,3.0
251,0 days 00:04:57,0 days 00:07:18,141000000000,B. impatiens (F),B. impatiens (F),(pol.)+Eutrochium maculatum 10.7.22,2022-10-07 14:42:44,2022-10-07 15:00:00,1,20.0,13.0,64.0,0.0,,250.0,6.0,,1018.0,,1.0
252,0 days 00:08:02,0 days 00:10:58,176000000000,B. impatiens (F),Eristalinae,(pol.)+Eutrochium maculatum 10.7.22,2022-10-07 14:45:09,2022-10-07 15:00:00,0,20.0,13.0,64.0,0.0,,250.0,6.0,,1018.0,,1.0
253,0 days 00:11:07,0 days 00:15:51,284000000000,Eristalinae,B. impatiens (F),(pol.)+Eutrochium maculatum 10.7.22,2022-10-07 14:48:49,2022-10-07 15:00:00,0,20.0,13.0,64.0,0.0,,250.0,6.0,,1018.0,,1.0
254,0 days 00:16:27,0 days 00:22:11,344000000000,B. impatiens (F),B. impatiens (F),(pol.)+Eutrochium maculatum 10.7.22,2022-10-07 14:53:42,2022-10-07 15:00:00,1,20.0,13.0,64.0,0.0,,250.0,6.0,,1018.0,,1.0
255,0 days 00:22:37,0 days 00:53:54,1877000000000,B. impatiens (F),B. impatiens (F),(pol.)+Eutrochium maculatum 10.7.22,2022-10-07 15:00:02,2022-10-07 15:00:00,1,20.0,13.0,64.0,0.0,,250.0,6.0,,1018.0,,1.0
256,0 days 00:56:23,0 days 01:08:43,740000000000,B. impatiens (F),Brachycera,(pol.)+Eutrochium maculatum 10.7.22,2022-10-07 15:31:45,2022-10-07 16:00:00,1,22.0,8.1,41.0,0.0,,280.0,11.2,,1018.0,,1.0
257,0 days 01:09:05,0 days 01:12:22,197000000000,Brachycera,B. impatiens (M),(pol.)+Eutrochium maculatum 10.7.22,2022-10-07 15:46:34,2022-10-07 16:00:00,1,22.0,8.1,41.0,0.0,,280.0,11.2,,1018.0,,1.0
258,0 days 00:01:48,0 days 00:25:57,1449000000000,Bombus impatiens (F),B. impatiens (F),(pol.) +Bidens ferufillioa 10.11.22,2022-10-11 13:37:10,2022-10-11 14:00:00,1,17.0,7.9,55.0,0.0,,258.0,2.5,,1029.0,,1.0
259,0 days 00:26:00,0 days 00:48:45,1365000000000,B. impatiens (F),B. impatiens (F),(pol.) +Bidens ferufillioa 10.11.22,2022-10-11 14:01:39,2022-10-11 14:00:00,1,17.0,7.9,55.0,0.0,,258.0,2.5,,1029.0,,1.0
260,0 days 00:48:56,0 days 01:09:20,1224000000000,B. impatiens (F),B. impatiens (F),(pol.) +Bidens ferufillioa 10.11.22,2022-10-11 14:24:27,2022-10-11 14:00:00,1,17.0,7.9,55.0,0.0,,258.0,2.5,,1029.0,,1.0
261,0 days 00:36:55,0 days 00:37:46,51000000000,Insecta,Insecta,+Castanea mollissima 10.13.22,2022-10-13 14:29:40,2022-10-13 14:00:00,1,17.0,16.0,94.0,3.9,,160.0,9.0,,1011.0,,9.0
270,0 days 00:00:28,0 days 00:00:37,9000000000,Bombus impatiens (F),B. impatiens (F),(pol.) +Tithonia rotundifolia 10.14.22,2022-10-14 13:19:04,2022-10-14 13:00:00,1,12.0,12.0,100.0,0.0,,210.0,6.0,,1016.0,,3.0
271,0 days 00:00:41,0 days 00:03:07,146000000000,B. impatiens (F),B. impatiens (F),(pol.) +Tithonia rotundifolia 10.14.22,2022-10-14 13:19:29,2022-10-14 13:00:00,1,12.0,12.0,100.0,0.0,,210.0,6.0,,1016.0,,3.0
272,0 days 00:03:14,0 days 00:09:39,385000000000,B. impatiens (F),B. impatiens (F),(pol.) +Tithonia rotundifolia 10.14.22,2022-10-14 13:21:59,2022-10-14 13:00:00,1,12.0,12.0,100.0,0.0,,210.0,6.0,,1016.0,,3.0
273,0 days 00:09:57,0 days 00:10:14,17000000000,B. impatiens (F),Lasioglossum (Dialictus) sp. (F),(pol.) +Tithonia rotundifolia 10.14.22,2022-10-14 13:28:31,2022-10-14 13:00:00,0,12.0,12.0,100.0,0.0,,210.0,6.0,,1016.0,,3.0
274,0 days 00:10:36,0 days 00:10:39,3000000000,Lasioglossum (Dialictus) sp. (F),L. (Dialictus) sp. (F),(pol.) +Tithonia rotundifolia 10.14.22,2022-10-14 13:29:06,2022-10-14 13:00:00,1,12.0,12.0,100.0,0.0,,210.0,6.0,,1016.0,,3.0
296,0 days 00:14:32,0 days 00:50:01,2129000000000,Coliadinae,Bombus impatiens (F),(pol.)+Trifolium pratense 10.14.22,2022-10-14 13:26:36,2022-10-14 13:00:00,0,12.0,12.0,100.0,0.0,,210.0,6.0,,1016.0,,3.0
